seamonkey_version,cve_id,advisory,title,reporter,impact,description,bug_id
02.38,"['CVE-2015-4517', 'CVE-2015-4521', 'CVE-2015-4522', 'CVE-2015-7174', 'CVE-2015-7175', 'CVE-2015-7176', 'CVE-2015-7177', 'CVE-2015-7180']",2015-112,Vulnerabilities found through code inspection,Ronald Crane,High,Security researcher Ronald Crane reported eight vulnerabilities affecting released code that were found through code inspection. These included several potential memory safety issues resulting from the use of snprintf one use of unowned memory one use of a string without overflow checks and five memory safety bugs. These do not all have clear mechanisms to be exploited through web content but are vulnerable if a mechanism can be found to trigger them.,"[1168959, 1170246, 1170794, 1172055, 1172189, 1174479, 1186725, 1191463]"
02.38,['CVE-2015-4504'],2015-98,Out of bounds read in QCMS library with ICC V4 profile attributes,Felix Gröbert,Moderate,Security researcher Felix Gröbert of Google discovered an out of bounds read in the QCMS color management library while manipulating an image with specific attributes in its ICC V4 profile. This causes a crash and could lead to information disclosure.,[1132467]
02.38,['CVE-2015-4507'],2015-102,Crash when using debugger with SavedStacks in JavaScript,Spandan Veggalam,Moderate,Security researcher Spandan Veggalam reported a crash while using the debugger API with SavedStacks in JavaScript. This crash can only occurs when the debugger is in use but may be potentially exploitable.,[1192401]
02.38,['CVE-2015-4500'],2015-96,Miscellaneous memory safety hazards (rv:41.0 / rv:38.3),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Andrew Osmond Olli Pettay Andrew Sutherland Christian Holler David Major Andrew McCreight and Cameron McCormack reported memory safety problems and crashes that affect Firefox ESR 38.2 and Firefox 40.,"[1161063, 1202844, 1152026, 1186962, 1183153, 1181651, 1044077, 1201793]"
02.38,['CVE-2015-4501'],2015-96,Miscellaneous memory safety hazards (rv:41.0 / rv:38.3),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bob Clary and Randell Jesup reported crash and memory safety problems that affect Firefox 40.,"[1165706, 1186657]"
02.38,['CVE-2015-2742'],2015-68,OS X crash reports may contain entered key press information,David Parks,Low,Mozilla developer David Parks discovered while reviewing Firefox crash reports that personal data can sometimes be contained in reports from OS X systems. This is because these OS X crash reports will contain the native key that triggered the crash and this can sometimes contain key press information that was being entered when the crash occurred.,[1138669]
02.38,['CVE-2015-4490'],2015-91,Mozilla Content Security Policy allows for asterisk wildcards in violation of CSP specification,Christoph Kerschbaumer,Moderate,Mozilla security engineer Christoph Kerschbaumer reported a discrepancy in Mozilla's implementation of Content Security Policy and the CSP specification. The specification states that blob: data: and filesystem: URLs should be excluded in case of a wildcard when matching source expressions but Mozilla's implementation allows these in the case of an asterisk wildcard. This could allow for more permissive CSP usage than expected by a web developer possibly allowing for cross-site scripting (XSS) attacks.,[1086999]
02.38,['CVE-2015-4483'],2015-86,Feed protocol with POST bypasses mixed content protections,Masato Kinugawa,Low,Security researcher Masato Kinugawa reported that opening a target page using a POST to the url prefixed with the feed: protocol disables the mixed content blocker for that page. This could allow for the risk of a man-in-the-middle (MITM) scripting attack on pages that accidentally include insecure content which would otherwise be blocked.,[1148732]
02.38,['CVE-2015-4477'],2015-81,Use-after-free in MediaStream playback,SkyLined,Critical,Security researcher SkyLined reported a use-after-free issue in how audio is handled through the Web Audio API during MediaStream playback through interactions with the Web Audio API. This results in a potentially exploitable crash.,[1179484]
02.35,['CVE-2015-2716'],2015-54,Buffer overflow when parsing compressed XML,Ucha Gobejishvili,Critical,Security researcher Ucha Gobejishvili used the Address Sanitizer tool to find a buffer overflow while parsing compressed XML content. This was due to an error in how buffer space is created and modified when handling large amounts of XML data. This results in a potentially exploitable crash.,[1140537]
02.35,['CVE-2015-2727'],2015-60,Local files or privileged URLs in pages can be opened into new tabs,Jann Horn,Moderate,Security researcher Jann Horn reported that when Mozilla Foundation Security Advisory 2015-25 was fixed in Firefox 37 an error was made that caused the fix to not be applied to Firefox 38 effectively causing the bug to be unfixed in Firefox 38 (and Firefox ESR38) once it shipped. As Armin Ebert reported for that issue opening hyperlinks on a page with the mouse and specific keyboard key combinations could allow a Chrome privileged URL to be opened without context restrictions being preserved. This could allow for local files or resources from a known location to be opened with local privileges bypassing security protections.,[1163422]
02.35,['CVE-2015-2724'],2015-59,Miscellaneous memory safety hazards (rv:39.0 / rv:31.8 / rv:38.1),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bob Clary Christian Holler Bobby Holley and Andrew McCreight reported memory safety problems and crashes that affect Firefox ESR 31.7 Firefox ESR 38 and Firefox 38.,"[1160884, 1143679, 1164567, 1154876]"
02.35,['CVE-2015-2725'],2015-59,Miscellaneous memory safety hazards (rv:39.0 / rv:31.8 / rv:38.1),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bob Clary Terrence Cole Christian Holler Andrew McCreight Steve Fink Mats Palmgren Wes Kocher and Andreas Pehrson reported memory safety problems and crashes that affect Firefox ESR 38 and Firefox 38.,"[1163359, 1159321, 1172076, 1151650, 1056410, 1156861, 1159973, 1163852, 1172397]"
02.35,['CVE-2015-2726'],2015-59,Miscellaneous memory safety hazards (rv:39.0 / rv:31.8 / rv:38.1),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler Tooru Fujisawa Andrew Sutherland Andrew McCreight and Gary Kwong reported memory safety problems and crashes that affect Firefox 38.,"[1145781, 1155985, 1059081, 1146416, 1132265]"
02.35,"['CVE-2015-2720', 'CVE-2015-0833']",2015-58,Mozilla Windows updater can be run outside of application directory,Holger Fuhrmannek,High,Security researcher Holger Fuhrmannek previously reported CVE-2015-0833 which was fixed in  MFSA2015-12. That flaw allowed for the updater to load binary DLL format files from the local working directory or from the Windows temporary directories.  During the fixing of CVE-2015-0833 the need to ensure that updates use the updater.exe from the application directory was identified to mitigate the potential for further similar vulnerabilities. This change to updater.exe for Windows systems has been made in this release.,"[1127481, 945192]"
02.35,['CVE-2011-3079'],2015-57,Privilege escalation through IPC channel messages,"Jed Davis, Christoph Diehl",High,Mozilla Developer Jed Davis and Mozilla security engineer Christoph Diehl reported that Mozilla had inherited a Inter-process Communication (IPC) vulnerability when IPC was introduced into Mozilla products through third-party code. This could allow for privilege escalation through IPC channels due to lack of message validation in the listener process.,[1087565]
