thunderbird_version,cve_id,advisory,title,reporter,impact,description,bug_id
91.01,['CVE-2022-1802'],2022-19,Prototype pollution in Top-Level Await implementation,Manfred Paul via Trend Micro's Zero Day Initiative,critical,If an attacker was able to corrupt the methods of an Array object in JavaScript via prototype pollution they could have achieved execution of attacker-controlled JavaScript code in a privileged context.,[1770137]
91.01,['CVE-2021-4126'],2021-55,OpenPGP signature status doesn't consider additional message content,Kai Engert,moderate,When receiving an OpenPGP/MIME signed email message that contains an additional outer MIME message layer for example a message footer added by a mailing list gateway Thunderbird only considered the inner signed message for the signature validity. This gave the false impression that the additional contents were also covered by the digital signature. Starting with Thunderbird version 91.4.1 only the signature that belongs to the top level MIME part will be considered for the displayed status.,[1732310]
91,['CVE-2021-29989'],2021-36,Memory safety bugs fixed in Thunderbird 91,Mozilla developers,high,Mozilla developers Kershaw Chang Philipp Chris Peterson Sebastian Hengst Christoph Kerschbaumer Olli Pettay Sandor Molnar and Simon Giesecke reported memory safety bugs present in versions of Thunderbird prior to 91. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.,"[1662676, 1666184, 1719178, 1719998, 1720568, 1544190, 1716481, 1717778, 1719319, 1722073]"
91,['CVE-2021-29988'],2021-36,Memory corruption as a result of incorrect style treatment,Irvan Kurniawan,high,Thunderbird incorrectly treated an inline list-item element as a block element resulting in an out of bounds read or memory corruption and a potentially exploitable crash.,[1717922]
91,['CVE-2021-29984'],2021-36,Incorrect instruction reordering during JIT optimization,Lukas Bernhard,high,Instruction reordering resulted in a sequence of instructions that would cause an object to be incorrectly considered during garbage collection. This led to memory corruption and a potentially exploitable crash.,[1720031]
91,['CVE-2021-29980'],2021-36,Uninitialized memory in a canvas object could have led to memory corruption,Irvan Kurniawan,high,Uninitialized memory in a canvas object could have caused an incorrect free() leading to memory corruption and a potentially exploitable crash.,[1722204]
91,['CVE-2021-29987'],2021-36,Users could have been tricked into accepting unwanted permissions on Linux,Irvan Kurniawan,moderate,After requesting multiple permissions and closing the first permission panel subsequent permission panels will be displayed in a different position but still record a click in the default location making it possible to trick a user into accepting a permission they did not want to.This bug only affects Thunderbird on Linux. Other operating systems are unaffected.,[1716129]
91,['CVE-2021-29985'],2021-36,Use-after-free media channels,Marcin 'Icewall' Noga of Cisco Talos,moderate,A use-after-free vulnerability in media channels could have led to memory corruption and a potentially exploitable crash.,[1722083]
91,['CVE-2021-29982'],2021-36,Single bit data leak due to incorrect JIT optimization and type confusion,Lukas Bernhard,low,Due to incorrect JIT optimization we incorrectly interpreted data from the wrong type of object resulting in the potential leak of a single bit of memory.,[1715318]
91,['CVE-2021-29981'],2021-36,Live range splitting could have led to conflicting assignments in the JIT,Gary Kwong,high,An issue present in lowering/register allocation could have led to obscure but deterministic register confusion failures in JITted code that would lead to a potentially exploitable crash.,[1707774]
91,['CVE-2021-29986'],2021-36,Race condition when resolving DNS names could have led to memory corruption,pahhur,high,A suspected race condition when calling getaddrinfo led to memory corruption and a potentially exploitable crash. Note: This issue only affected Linux operating systems. Other operating systems are unaffected.,[1696138]
78.14,['CVE-2021-38492'],2021-42,Navigating to `mk:` URL scheme could load Internet Explorer,James Lee,moderate,When delegating navigations to the operating system Thunderbird would accept the mk scheme which might allow attackers to launch pages and execute scripts in Internet Explorer in unprivileged mode. This bug only affects Thunderbird for Windows. Other operating systems are unaffected.,[1721107]
78.14,['CVE-2021-38493'],2021-42,Memory safety bugs fixed in Thunderbird 78.14 and Thunderbird 91.1,Mozilla developers and community,high,Mozilla developers Tyson Smith and Gabriele Svelto reported memory safety bugs present in Thunderbird 78.13. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.,"[1723391, 1724101, 1724107]"
78.13,['CVE-2021-29988'],2021-35,Memory corruption as a result of incorrect style treatment,Irvan Kurniawan,high,Thunderbird incorrectly treated an inline list-item element as a block element resulting in an out of bounds read or memory corruption and a potentially exploitable crash.,[1717922]
78.13,['CVE-2021-29986'],2021-35,Race condition when resolving DNS names could have led to memory corruption,pahhur,high,A suspected race condition when calling getaddrinfo led to memory corruption and a potentially exploitable crash. Note: This issue only affected Linux operating systems. Other operating systems are unaffected.,[1696138]
78.13,['CVE-2021-29980'],2021-35,Uninitialized memory in a canvas object could have led to memory corruption,Irvan Kurniawan,high,Uninitialized memory in a canvas object could have caused an incorrect free() leading to memory corruption and a potentially exploitable crash.,[1722204]
78.13,['CVE-2021-29985'],2021-35,Use-after-free media channels,Marcin 'Icewall' Noga of Cisco Talos,moderate,A use-after-free vulnerability in media channels could have led to memory corruption and a potentially exploitable crash.,[1722083]
78.13,['CVE-2021-29989'],2021-35,Memory safety bugs fixed in Thunderbird 78.13,Mozilla developers and community,high,Mozilla developers Christoph Kerschbaumer Simon Giesecke Sandor Molnar and Olli Pettay reported memory safety bugs present in Thunderbird 78.12. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.,"[1662676, 1666184, 1719178, 1719998, 1720568]"
78.13,['CVE-2021-29984'],2021-35,Incorrect instruction reordering during JIT optimization,Lukas Bernhard,high,Instruction reordering resulted in a sequence of instructions that would cause an object to be incorrectly considered during garbage collection. This led to memory corruption and a potentially exploitable crash.,[1720031]
78.12,['CVE-2021-29969'],2021-30,IMAP server responses sent by a MITM prior to STARTTLS could be processed,Damian Poddebniak and Fabian Ising,high,If Thunderbird was configured to use STARTTLS for an IMAP connection and an attacker injected IMAP server responses prior to the completion of the STARTTLS handshake then Thunderbird didn't ignore the injected data. This could have resulted in Thunderbird showing incorrect information for example the attacker could have tricked Thunderbird to show folders that didn't exist on the IMAP server.,[1682370]
78.12,['CVE-2021-29970'],2021-30,Use-after-free in accessibility features of a document,Irvan Kurniawan,high,A malicious webpage could have triggered a use-after-free memory corruption and a potentially exploitable crash. This bug only affected Thunderbird when accessibility was enabled.,[1709976]
78.12,['CVE-2021-30547'],2021-30,Out of bounds write in ANGLE,(Unknown),high,An out of bounds write in ANGLE could have allowed an attacker to corrupt memory leading to a potentially exploitable crash.,[1715766]
78.12,['CVE-2021-29976'],2021-30,Memory safety bugs fixed in Thunderbird 78.12,Mozilla developers,high,Mozilla developers Valentin Gosu Randell Jesup Emil Ghitta Tyson Smith and Olli Pettay reported memory safety bugs present in Thunderbird 78.11. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.,"[1700895, 1703334, 1706910, 1711576, 1714391]"
78.11,['CVE-2021-29964'],2021-26,Out of bounds-read when parsing a `WM_COPYDATA` message,Ronald Crane,moderate,A locally-installed hostile program could send WM_COPYDATA messages that Thunderbird would processing incorrectly leading to an out-of-bounds read. This bug only affects Thunderbird on Windows. Other operating systems are unaffected.,[1706501]
