firefox_version,cve_id,advisory,title,reporter,impact,description,bug_id
81,['CVE-2020-15678'],2020-42,When recursing through layers while scrolling an iterator may have become invalid resulting in a potential use-after-free scenario,Lukas Bernhard,moderate,When recursing through graphical layers while scrolling an iterator may have become invalid resulting in a potential use-after-free. This occurs because the function APZCTreeManager::ComputeClippedCompositionBounds did not follow iterator invalidation rules.,[1660211]
81,['CVE-2020-15673'],2020-42,Memory safety bugs fixed in Firefox 81 and Firefox ESR 78.3,Jason Kratzer,high,Mozilla developer Jason Kratzer reported memory safety bugs present in Firefox 80 and Firefox ESR 78.2. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.,"[1648493, 1660800]"
81,['CVE-2020-15674'],2020-42,Memory safety bugs fixed in Firefox 81,Mozilla developers,high,Mozilla developers Byron Campen and Christian Holler reported memory safety bugs present in Firefox 80. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.,"[1656063, 1656064, 1656067, 1660293]"
80,['CVE-2020-15666'],2020-36,MediaError message property leaks cross-origin response status,Gunes Acar,low,When trying to load a non-video in an audio/video context the exact status code (200 302 404 500 412 403 etc.) was disclosed via the MediaError Message. This level of information leakage is inconsistent with the standardized onerror/onsuccess disclosure and can lead to inferring login status to services or device discovery on a local network among other attacks.,[1450853]
80,['CVE-2020-15670'],2020-36,Memory safety bugs fixed in Firefox 80 and Firefox ESR 78.2,Mozilla developers,high,Mozilla developers Jason Kratzer Christian Holler and Byron Campen reported memory safety bugs present in Firefox 79 and Firefox ESR 78.1. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.,"[1651001, 1653626, 1656957]"
80,['CVE-2020-15668'],2020-36,Data Race when reading certificate information,Tyson Smith,low,A lock was missing when accessing a data structure and importing certificate information into the trust database.,[1651520]
80,['CVE-2020-15667'],2020-36,Heap overflow when processing an update file,crixer,low,When processing a MAR update file after the signature has been validated an invalid name length could result in a heap overflow leading to memory corruption and potentially arbitrary code execution. Within Firefox as released by Mozilla this issue is only exploitable with the Mozilla-controlled signing key.,[1653371]
80,['CVE-2020-15665'],2020-36,Address bar not reset when choosing to stay on a page after the beforeunload dialog is shown,Luan Herrera,moderate,Firefox did not reset the address bar after the beforeunload dialog was shown if the user chose to remain on the page. This could have resulted in an incorrect URL being shown when used in conjunction with other unexpected browser behaviors.,[1651636]
80,['CVE-2020-6829'],2020-36,P-384 and P-521 vulnerable to an electro-magnetic side channel attack on signature generation,"Sohaib ul Hassan, Iaroslav Gridin, Ignacio M. Delgado-Lozano, Cesar Pereida García, Jesús-Javier Chi-Domínguez, Alejandro Cabrera Aldaya, and Billy Bob Brumley, Network and Information Security (NISEC) Group, Tampere University, Finland",moderate,When performing EC scalar point multiplication the wNAF point multiplication algorithm was used; which leaked partial information about the nonce used during signature generation. Given an electro-magnetic trace of a few signature generations the private key could have been computed.,[1631583]
80,['CVE-2020-12401'],2020-36,Timing-attack on ECDSA signature generation,"Sohaib ul Hassan, Iaroslav Gridin, Ignacio M. Delgado-Lozano, Cesar Pereida García, Jesús-Javier Chi-Domínguez, Alejandro Cabrera Aldaya, and Billy Bob Brumley, Network and Information Security (NISEC) Group, Tampere University, Finland",moderate,During ECDSA signature generation padding applied in the nonce designed to ensure constant-time scalar multiplication was removed resulting in variable-time execution dependent on secret data.,[1631573]
80,['CVE-2020-15664'],2020-36,Attacker-induced prompt for extension installation,Kaizer Soze,high,By holding a reference to the eval() function from an about:blank window a malicious webpage could have gained access to the InstallTrigger object which would allow them to prompt the user to install an extension. Combined with user confusion this could result in an unintended or malicious extension being installed.,[1658214]
80,['CVE-2020-15663'],2020-36,Downgrade attack on the Mozilla Maintenance Service could have resulted in escalation of privilege,Xiaoyin Liu,high,If Firefox is installed to a user-writable directory the Mozilla Maintenance Service would execute updater.exe from the install location with administrative privileges. Although the Mozilla Maintenance Service does ensure that updater.exe is signed by Mozilla the version could have been rolled back to a previous version which would have allowed exploitation of an older bug and arbitrary code execution with system privileges.Note: This issue only affected Windows operating systems. Other operating systems are unaffected.,[1643199]
80,['CVE-2020-12400'],2020-36,P-384 and P-521 vulnerable to a side channel attack on modular inversion,"Sohaib ul Hassan, Iaroslav Gridin, Ignacio M. Delgado-Lozano, Cesar Pereida García, Jesús-Javier Chi-Domínguez, Alejandro Cabrera Aldaya, and Billy Bob Brumley, Network and Information Security (NISEC) Group, Tampere University, Finland",moderate,When converting coordinates from projective to affine the modular inversion was not performed in constant time resulting in a possible timing-based side channel attack.,[1623116]
79,['CVE-2020-15658'],2020-30,Overriding file type when saving to disk,belden,low,The code for downloading files did not properly take care of special characters which led to an attacker being able to cut off the file ending at an earlier position leading to a different file type being downloaded than shown in the dialog.,[1637745]
79,['CVE-2020-15656'],2020-30,Type confusion for special arguments in IonMonkey,"Carl Smith, working with Google Project Zero",moderate,JIT optimizations involving the Javascript arguments object could confuse later optimizations. This risk was already mitigated by various precautions in the code resulting in this bug rated at only moderate severity.,[1647293]
79,['CVE-2020-15659'],2020-30,Memory safety bugs fixed in Firefox 79,Mozilla developers and community,high,Mozilla developers and community members Kevin Brosnan Alexandru Michis Natalia Csoregi Jason Kratzer Christian Holler Simon Giesecke Luke Wagner reported memory safety bugs present in Firefox 78. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.,"[1550133, 1633880, 1638856, 1643613, 1644839, 1645835, 1646006, 1646220, 1646787, 1649347, 1650811, 1651678]"
