cve_id,description
CVE-2022-28287,In unusual circumstances selecting text could cause text selection caching to behave incorrectly leading to a crash. This vulnerability affects Firefox < 99.
CVE-2022-28286,Due to a layout change iframe contents could have been rendered outside of its border. This could have led to user confusion or spoofing attacks. This vulnerability affects Thunderbird < 91.8 Firefox < 99 and Firefox ESR < 91.8.
CVE-2022-28285,When generating the assembly code for <code>MLoadTypedArrayElementHole</code> an incorrect AliasSet was used. In conjunction with another vulnerability this could have been used for an out of bounds memory read. This vulnerability affects Thunderbird < 91.8 Firefox < 99 and Firefox ESR < 91.8.
CVE-2022-28284,SVG's <code>&lt;use&gt;</code> element could have been used to load unexpected content that could have executed script in certain circumstances. While the specification seems to allow this other browsers do not and web developers relied on this property for script security so gecko's implementation was aligned with theirs. This vulnerability affects Firefox < 99.
CVE-2022-28283,The sourceMapURL feature in devtools was missing security checks that would have allowed a webpage to attempt to include local files or other files that should have been inaccessible. This vulnerability affects Firefox < 99.
CVE-2022-28282,"By using a link with <code>rel=""localization""</code> a use-after-free could have been triggered by destroying an object during JavaScript execution and then referencing the object through a freed pointer leading to a potential exploitable crash. This vulnerability affects Thunderbird < 91.8 Firefox < 99 and Firefox ESR < 91.8."
CVE-2022-28281,If a compromised content process sent an unexpected number of WebAuthN Extensions in a Register command to the parent process an out of bounds write would have occurred leading to memory corruption and a potentially exploitable crash. This vulnerability affects Thunderbird < 91.8 Firefox < 99 and Firefox ESR < 91.8.
CVE-2022-26486,An unexpected message in the WebGPU IPC framework could lead to a use-after-free and exploitable sandbox escape. We have had reports of attacks in the wild abusing this flaw. This vulnerability affects Firefox < 97.0.2 Firefox ESR < 91.6.1 Firefox for Android < 97.3.0 Thunderbird < 91.6.2 and Focus < 97.3.0.
CVE-2022-26485,Removing an XSLT parameter during processing could have lead to an exploitable use-after-free. We have had reports of attacks in the wild abusing this flaw. This vulnerability affects Firefox < 97.0.2 Firefox ESR < 91.6.1 Firefox for Android < 97.3.0 Thunderbird < 91.6.2 and Focus < 97.3.0.
CVE-2022-26387,When installing an add-on Firefox verified the signature before prompting the user; but while the user was confirming the prompt the underlying add-on file could have been modified and Firefox would not have noticed. This vulnerability affects Firefox < 98 Firefox ESR < 91.7 and Thunderbird < 91.7.
CVE-2022-26386,Previously Firefox for macOS and Linux would download temporary files to a user-specific directory in <code>/tmp</code> but this behavior was changed to download them to <code>/tmp</code> where they could be affected by other local users. This behavior was reverted to the original user-specific directory. <br>*This bug only affects Firefox for macOS and Linux. Other operating systems are unaffected.*. This vulnerability affects Firefox ESR < 91.7 and Thunderbird < 91.7.
CVE-2022-26385,In unusual circumstances an individual thread may outlive the thread's manager during shutdown. This could have led to a use-after-free causing a potentially exploitable crash. This vulnerability affects Firefox < 98.
CVE-2022-26384,If an attacker could control the contents of an iframe sandboxed with <code>allow-popups</code> but not <code>allow-scripts</code> they were able to craft a link that when clicked would lead to JavaScript execution in violation of the sandbox. This vulnerability affects Firefox < 98 Firefox ESR < 91.7 and Thunderbird < 91.7.
CVE-2022-26383,When resizing a popup after requesting fullscreen access the popup would not display the fullscreen notification. This vulnerability affects Firefox < 98 Firefox ESR < 91.7 and Thunderbird < 91.7.
CVE-2022-26382,While the text displayed in Autofill tooltips cannot be directly read by JavaScript the text was rendered using page fonts. Side-channel attacks on the text by using specially crafted fonts could have lead to this text being inferred by the webpage. This vulnerability affects Firefox < 98.
CVE-2022-26381,An attacker could have caused a use-after-free by forcing a text reflow in an SVG object leading to a potentially exploitable crash. This vulnerability affects Firefox < 98 Firefox ESR < 91.7 and Thunderbird < 91.7.
CVE-2022-2505,Mozilla developers and the Mozilla Fuzzing Team reported memory safety bugs present in Firefox 102. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox ESR < 102.1 Firefox < 103 and Thunderbird < 102.1.
CVE-2022-24713,regex is an implementation of regular expressions for the Rust language. The regex crate features built-in mitigations to prevent denial of service attacks caused by untrusted regexes or untrusted input matched by trusted regexes. Those (tunable) mitigations already provide sane defaults to prevent attacks. This guarantee is documented and it's considered part of the crate's API. Unfortunately a bug was discovered in the mitigations designed to prevent untrusted regexes to take an arbitrary amount of time during parsing and it's possible to craft regexes that bypass such mitigations. This makes it possible to perform denial of service attacks by sending specially crafted regexes to services accepting user-controlled untrusted regexes. All versions of the regex crate before or equal to 1.5.4 are affected by this issue. The fix is include starting from regex 1.5.5. All users accepting user-controlled regexes are recommended to upgrade immediately to the latest version of the regex crate. Unfortunately there is no fixed set of problematic regexes as there are practically infinite regexes that could be crafted to exploit this vulnerability. Because of this it us not recommend to deny known problematic regexes.
CVE-2022-22764,Mozilla developers Paul Adenot and the Mozilla Fuzzing Team reported memory safety bugs present in Firefox 96 and Firefox ESR 91.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 97 Thunderbird < 91.6 and Firefox ESR < 91.6.
